Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Master,Delhi,India,U-767,Sikandar Banerjee,04-03-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,110063,Online,Week,Delhi,9,3131.5,2,125.26,0,1,1,6.263,6263,2
Not Applicable,Nellore,India,U-768,Joyab Khalsa,29-03-2023,Week 13,Nellore,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Failure,TRUE,789043,Online,Week,Andhra Pradesh,13,3498,2,69.96,1,1,0,3.498,3498,1
Not Applicable,Chandigarh,India,U-769,Jaivalshan Hussain,12-02-2023,Week 7,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Failure,TRUE,459873,Online,Week,Chandigarh,7,3213.5,2,128.54,1,1,0,6.427,6427,2
Not Applicable,Karnal,India,U-770,Dharwin Bumb,01-04-2023,Week 13,Karnal,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Failure,TRUE,345623,QR,Week,Haryana,13,1892.333333,2,113.54,1,1,0,5.677,5677,3
Master,Vijaywada,India,U-771,Alfie Aggrawal,11-04-2023,Week 15,Vijaywada,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,785412,Online,Week,Andhra Pradesh,15,5501,2,110.02,0,1,1,5.501,5501,1
Not Applicable,Coorg,India,U-772,Jeevanbabu Kewlani,06-04-2023,Week 14,Coorg,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,561235,Online,Week,Karnataka,14,1548,2,30.96,0,1,1,1.548,1548,1
Master,Delhi,India,U-773,Asaram Jose,30-04-2023,Week 18,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,775575,Wrench Warehouse,Hardware Equipment and Supplies,Debit Card,Success,FALSE,110063,Online,Week,Delhi,18,1901,2,152.08,0,1,1,7.604,7604,4
Not Applicable,Ujjain,India,U-774,Anjaneya Vasav,30-04-2023,Week 18,Ujjain,Show Transaction Details,No Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,Wallet,Success,FALSE,120966,Online,Week,Madhya Pradesh,18,1846.5,2,147.72,0,1,1,7.386,7386,4
Visa,Delhi,India,U-775,Vijaya Lamba,27-04-2023,Week 17,Delhi,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,110066,PoS,Week,Delhi,17,2858,2,57.16,0,1,1,2.858,2858,1
Not Applicable,Delhi,India,U-776,Laathuran Chhipa,18-04-2023,Week 16,Delhi,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,NetBanking,Refunded,FALSE,110063,Online,Week,Delhi,16,1855.75,2,148.46,0,1,0,7.423,7423,4
Not Applicable,Chandigarh,India,U-777,Ajmal Salvi,16-04-2023,Week 16,Chandigarh,Show Transaction Details,Highlight,Retail Outlet Services,703453,Infinity Computers,"Computers, Computer Peripheral Equipment, Software",EMI,Success,FALSE,459870,Online,Week,Chandigarh,16,1021.666667,3,91.95,0,100,1,3.065,3065,3
Not Applicable,Karnal,India,U-778,Nsresh Mandal,15-04-2023,Week 15,Karnal,Show Transaction Details,Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,EMI,Failure,TRUE,345623,Online,Week,Haryana,15,3482,3,104.46,1,100,0,3.482,3482,1
Not Applicable,Nellore,India,U-779,Mithilesh Shetty,15-04-2023,Week 15,Nellore,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Wallet,Success,FALSE,789043,QR,Week,Andhra Pradesh,15,1093.75,2,87.5,0,1,1,4.375,4375,4
Not Applicable,Chandigarh,India,U-780,Lehithan Keer,12-04-2023,Week 15,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Success,FALSE,459870,QR,Week,Chandigarh,15,1507,2,30.14,0,1,1,1.507,1507,1
Not Applicable,Chandigarh,India,U-781,Kaviyuthan Kaushik,09-04-2023,Week 15,Chandigarh,Show Transaction Details,Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,EMI,Failure,TRUE,459872,Online,Week,Chandigarh,15,7661,3,229.83,1,100,0,7.661,7661,1
Not Applicable,Silchar,India,U-782,Loken Kulkarni,08-04-2023,Week 14,Silchar,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,NetBanking,Success,FALSE,336789,Online,Week,Assam,14,2112,2,42.24,0,1,1,2.112,2112,1
Not Applicable,Silchar,India,U-783,Jegannathan Goswami,03-04-2023,Week 14,Silchar,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,UPI,Success,FALSE,336789,QR,Week,Assam,14,526.75,2,42.14,0,1,1,2.107,2107,4
Not Applicable,Agra,India,U-784,Janabai Kaur,03-04-2023,Week 14,Agra,Show Transaction Details,No Highlight,Government Services,763476,PurchasePilot Inc.,I-Purchasing Pilot,UPI,Success,FALSE,348062,Online,Week,Uttar Pradesh,14,769.3333333,2,46.16,0,1,1,2.308,2308,3
Not Applicable,Vijaywada,India,U-785,Reena Sarma,02-04-2023,Week 14,Vijaywada,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,Wallet,Success,FALSE,785412,Online,Week,Andhra Pradesh,14,1804,2,72.16,0,1,1,3.608,3608,2
Master,Coimbatore,India,U-786,Jeyanthayan Behera,31-03-2023,Week 13,Coimbatore,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,13,692.3333333,2,41.54,0,1,1,2.077,2077,3
Not Applicable,Silchar,India,U-787,Barath krishna Kaul,26-03-2023,Week 13,Silchar,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",UPI,Success,FALSE,336789,QR,Week,Assam,13,1957.5,2,78.3,0,1,1,3.915,3915,2
Not Applicable,Madurai,India,U-788,Shahid Katta,24-03-2023,Week 12,Madurai,Show Transaction Details,Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,12,1449.25,3,173.91,0,100,1,5.797,5797,4
Visa,Indore,India,U-789,Kabiles Narayan,23-03-2023,Week 12,Indore,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,Debit Card,Success,FALSE,234987,PoS,Week,Madhya Pradesh,12,818.25,2,65.46,0,1,1,3.273,3273,4
Visa,Indore,India,U-790,Jathusman Gomashe,22-03-2023,Week 12,Indore,Show Transaction Details,No Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,456987,PoS,Week,Madhya Pradesh,12,572.75,2,45.82,0,1,1,2.291,2291,4
Visa,Indore,India,U-791,Susmita Mukherjee,21-03-2023,Week 12,Indore,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Debit Card,Success,FALSE,456987,Online,Week,Madhya Pradesh,12,814,2,48.84,0,1,1,2.442,2442,3
Not Applicable,Karnal,India,U-792,Jalesh Tiwari,20-03-2023,Week 12,Karnal,Show Transaction Details,Highlight,Utility Services,704238,Velocity Telecom,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,345623,Online,Week,Haryana,12,2338.5,3,140.31,0,100,1,4.677,4677,2
Visa,Ahemdabad,India,U-793,Nehal Karkhele,17-03-2023,Week 11,Ahemdabad,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,11,3632.5,2,145.3,0,1,1,7.265,7265,2
Not Applicable,Madurai,India,U-794,Mantar Khandekar,12-03-2023,Week 11,Madurai,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Wallet,Success,FALSE,762354,Online,Week,Tamil Nadu,11,3571.5,2,142.86,0,1,1,7.143,7143,2
Not Applicable,Delhi,India,U-795,Pramod Kannan,11-03-2023,Week 10,Delhi,Show Transaction Details,No Highlight,Government Services,772870,Corporate Central,Intra-Company Purchases,NetBanking,Success,FALSE,110006,Online,Week,Delhi,10,1121.25,2,89.7,0,1,1,4.485,4485,4
Rupay,Bhopal,India,U-796,Ubena Aleem,08-03-2023,Week 10,Rajgarh,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,10,2645.5,2,105.82,0,1,1,5.291,5291,2
Visa,Indore,India,U-797,Dhashveen Karan,08-03-2023,Week 10,Indore,Show Transaction Details,No Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,Debit Card,Success,FALSE,456987,PoS,Week,Madhya Pradesh,10,1769.75,2,141.58,0,1,1,7.079,7079,4
Diners,Madurai,India,U-798,Athitya Narayanan,07-03-2023,Week 10,Madurai,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,Credit Card,Success,FALSE,762354,PoS,Week,Tamil Nadu,10,1335.666667,3,120.21,0,1,1,4.007,4007,3
Diners,Bangalore,India,U-799,Jaswant Kapur,07-03-2023,Week 10,Bangalore,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,Credit Card,Success,FALSE,560035,Online,Week,Karnataka,10,2174.5,3,130.47,0,1,1,4.349,4349,2
Not Applicable,Nalanda,India,U-800,Chinkal Sasidharan,01-03-2023,Week 9,Nalanda,Show Transaction Details,Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,EMI,Success,FALSE,148790,Online,Week,Bihar,9,1515.25,3,181.83,0,100,1,6.061,6061,4
Not Applicable,Madurai,India,U-801,Kruthn Swain,25-02-2023,Week 8,Madurai,Show Transaction Details,Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,8,1472,3,88.32,0,100,1,2.944,2944,2
Not Applicable,Coorg,India,U-802,Bharuk Kant,23-02-2023,Week 8,Coorg,Show Transaction Details,Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,EMI,Success,FALSE,561235,Online,Week,Karnataka,8,4786,3,143.58,0,100,1,4.786,4786,1
Not Applicable,Delhi,India,U-803,Chakshu Kanojia,23-02-2023,Week 8,Delhi,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,UPI,Success,FALSE,110065,QR,Week,Delhi,8,351.25,2,28.1,0,1,1,1.405,1405,4
Not Applicable,Vijaywada,India,U-804,Rajendra Makavan,20-02-2023,Week 8,Vijaywada,Show Transaction Details,Highlight,Transportation Services,788112,Neptune's Bus service,Bus Lines,EMI,Refunded,FALSE,785412,Online,Week,Andhra Pradesh,8,2305,3,207.45,0,100,0,6.915,6915,3
Not Applicable,Nalanda,India,U-805,Abisanan Tibrewal,16-02-2023,Week 7,Nalanda,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,NetBanking,Success,FALSE,148790,Online,Week,Bihar,7,1416,2,84.96,0,1,1,4.248,4248,3
Master,Agra,India,U-806,Dishanthan Kancharla,16-02-2023,Week 7,Agra,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,Debit Card,Success,FALSE,348062,PoS,Week,Uttar Pradesh,7,2038,2,81.52,0,1,1,4.076,4076,2
Not Applicable,Surat,India,U-807,Shrimti Kotturu,15-02-2023,Week 7,Surat,Show Transaction Details,No Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,NetBanking,Success,FALSE,214567,Online,Week,Gujarat,7,1452,2,29.04,0,1,1,1.452,1452,1
Diners,Bangalore,India,U-808,Dhirendra Chandran,14-02-2023,Week 7,Bangalore,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,Credit Card,Success,FALSE,560035,Online,Week,Karnataka,7,3329,3,199.74,0,1,1,6.658,6658,2
Not Applicable,Ujjain,India,U-809,Kishori Kanchan,07-02-2023,Week 6,Ujjain,Show Transaction Details,Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,EMI,Success,FALSE,120966,Online,Week,Madhya Pradesh,6,7758,3,232.74,0,100,1,7.758,7758,1
Visa,Indore,India,U-810,Acchutan Kamdar,05-02-2023,Week 6,Indore,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Debit Card,Success,FALSE,456987,PoS,Week,Madhya Pradesh,6,1730,2,138.4,0,1,1,6.92,6920,4
Master,Vijaywada,India,U-811,Chaturvedi Kamble,03-02-2023,Week 5,Vijaywada,Show Transaction Details,No Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,Debit Card,Success,FALSE,785412,Online,Week,Andhra Pradesh,5,661,2,52.88,0,1,1,2.644,2644,4
Not Applicable,Chandigarh,India,U-812,Gnanasooriyan Kalsi,03-02-2023,Week 5,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,752351,WaterWorks Supplies,Plumbing and Heating Equipment,Wallet,Success,FALSE,459871,QR,Week,Chandigarh,5,751.5,2,60.12,0,1,1,3.006,3006,4
Not Applicable,Chandigarh,India,U-813,Kniteesh Gurjar,30-01-2023,Week 5,Chandigarh,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,NetBanking,Success,FALSE,459870,Online,Week,Chandigarh,5,1766.666667,2,106,0,1,1,5.3,5300,3
Not Applicable,Faridabad,India,U-814,Lalitchandra Kalla,30-01-2023,Week 5,Faridabad,Show Transaction Details,No Highlight,Miscellaneous Stores,765657,Savoury Foods,Eating Places and Restaurants,Wallet,Success,FALSE,121001,Online,Week,Haryana,5,1682,2,134.56,0,1,1,6.728,6728,4
Not Applicable,Bhopal,India,U-815,Devrata Kalita,29-01-2023,Week 5,Rajgarh,Show Transaction Details,No Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",UPI,Success,FALSE,679124,QR,Week,Madhya Pradesh,5,817,2,49.02,0,1,1,2.451,2451,3
Not Applicable,Coimbatore,India,U-816,Dooshanatrishirohantre Kala,26-01-2023,Week 4,Coimbatore,Show Transaction Details,No Highlight,Clothing Stores,758322,The Style Spot,Women’s Ready to Wear Stores,UPI,Success,FALSE,765412,QR,Week,Tamil Nadu,4,1507.25,2,120.58,0,1,1,6.029,6029,4
Not Applicable,Delhi,India,U-817,Artagnan Meharda,25-01-2023,Week 4,Delhi,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Wallet,Success,FALSE,110067,QR,Week,Delhi,4,459.75,2,36.78,0,1,1,1.839,1839,4
Not Applicable,Gurgaon,India,U-818,Akulesh Jushantan,25-01-2023,Week 4,Gurugram,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,NetBanking,Success,FALSE,658633,Online,Week,Haryana,4,890.5,2,71.24,0,1,1,3.562,3562,4
Master,Patna,India,U-819,Kripesh Sandilya,22-01-2023,Week 4,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Credit Card,Success,FALSE,145678,Online,Week,Bihar,4,2974.5,2,118.98,0,1,1,5.949,5949,2
Not Applicable,Karnal,India,U-820,Sandip Juned,21-01-2023,Week 3,Karnal,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,Wallet,Failure,TRUE,345623,QR,Week,Haryana,3,1800.5,2,144.04,1,1,0,7.202,7202,4
Not Applicable,Coorg,India,U-821,Sabitri Joseph,21-01-2023,Week 3,Coorg,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,Wallet,Success,FALSE,561235,Online,Week,Karnataka,3,1683,2,67.32,0,1,1,3.366,3366,2
Rupay,Ahemdabad,India,U-822,Kaliram Junankar,19-01-2023,Week 3,Ahemdabad,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,3,1387.5,2,55.5,0,1,1,2.775,2775,2
Not Applicable,Gurgaon,India,U-823,Aathan Dhinoja,16-01-2023,Week 3,Gurugram,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,658633,Online,Week,Haryana,3,1667.75,2,133.42,0,1,1,6.671,6671,4
Not Applicable,Nalanda,India,U-824,Aaak Johari,15-01-2023,Week 3,Nalanda,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,NetBanking,Success,FALSE,148790,Online,Week,Bihar,3,2314.666667,2,138.88,0,1,1,6.944,6944,3
Visa,Delhi,India,U-825,Kajeeban Theratipally,14-01-2023,Week 2,Delhi,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,110066,PoS,Week,Delhi,2,1034.5,2,41.38,0,1,1,2.069,2069,2
Not Applicable,Chandigarh,India,U-826,Anumit Som,09-01-2023,Week 2,Chandigarh,Show Transaction Details,No Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,NetBanking,Success,FALSE,459870,Online,Week,Chandigarh,2,382.25,2,30.58,0,1,1,1.529,1529,4
Not Applicable,Chandigarh,India,U-827,Gowthaman Kanda,09-01-2023,Week 2,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,Wallet,Success,FALSE,459874,QR,Week,Chandigarh,2,766.5,2,30.66,0,1,1,1.533,1533,2
Not Applicable,Chandigarh,India,U-828,Asinth Gakhar,07-01-2023,Week 1,Chandigarh,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,UPI,Refunded,FALSE,459874,Online,Week,Chandigarh,1,1284.5,2,51.38,0,1,0,2.569,2569,2
Not Applicable,Chennai,India,U-829,Aishveen Jaiswal,07-01-2023,Week 1,Chennai,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,1,2527.333333,2,151.64,0,1,1,7.582,7582,3
Not Applicable,Gurgaon,India,U-830,Karmeehan Palan,05-01-2023,Week 1,Gurugram,Show Transaction Details,Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,EMI,Success,FALSE,658633,Online,Week,Haryana,1,761.6666667,3,68.55,0,100,1,2.285,2285,3
Not Applicable,Guwahati,India,U-831,Bahul Jindal,30-03-2023,Week 13,Guwahati,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,335678,Online,Week,Assam,13,488.25,2,39.06,0,1,1,1.953,1953,4
Master,Delhi,India,U-832,Kireesna Jhindal,25-04-2023,Week 17,Delhi,Show Transaction Details,No Highlight,Agricultural Services,789789,Lawn & Garden Landscaping,Horticultural and Landscaping Services,Debit Card,Failure,TRUE,110065,PoS,Week,Delhi,17,427,2,34.16,1,1,0,1.708,1708,4
Not Applicable,Nellore,India,U-833,Parveen Shingh,17-04-2023,Week 16,Nellore,Show Transaction Details,No Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,Wallet,Success,FALSE,789043,QR,Week,Andhra Pradesh,16,488,2,29.28,0,1,1,1.464,1464,3
Not Applicable,Indore,India,U-834,Kuttavan Madaan,15-04-2023,Week 15,Indore,Show Transaction Details,Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,EMI,Success,FALSE,456987,Online,Week,Madhya Pradesh,15,2095.5,3,125.73,0,100,1,4.191,4191,2
Not Applicable,Delhi,India,U-835,Bhumik Jeykumaran,28-03-2023,Week 13,Delhi,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,UPI,Partially Refunded,FALSE,110006,QR,Week,Delhi,13,5353,2,107.06,0,1,0,5.353,5353,1
Not Applicable,Lucknow,India,U-836,Chandhu Aurora,18-03-2023,Week 11,Lucknow,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,120936,Online,Week,Uttar Pradesh,11,2763.5,2,110.54,0,1,1,5.527,5527,2
Not Applicable,Delhi,India,U-837,Madhuj Jena,16-03-2023,Week 11,Delhi,Show Transaction Details,Highlight,Miscellaneous Stores,786117,Elite Household,Household Appliance Stores,EMI,Success,FALSE,110067,Online,Week,Delhi,11,463,3,41.67,0,100,1,1.389,1389,3
Master,Delhi,India,U-838,Dhrupat Meena,13-03-2023,Week 11,Delhi,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Debit Card,Partially Refunded,FALSE,110065,Online,Week,Delhi,11,880.25,2,70.42,0,1,0,3.521,3521,4
Rupay,Bhopal,India,U-839,Darani Prajapati,11-03-2023,Week 10,Rajgarh,Show Transaction Details,No Highlight,Government Services,772870,Corporate Central,Intra-Company Purchases,Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,10,948.5,2,75.88,0,1,1,3.794,3794,4
Not Applicable,Mathura,India,U-840,Chenychadaiyan Soni,26-02-2023,Week 9,Mathura,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,NetBanking,Success,FALSE,179034,Online,Week,Uttar Pradesh,9,1458,2,87.48,0,1,1,4.374,4374,3
Not Applicable,Coorg,India,U-841,Kanishkar Jay,22-02-2023,Week 8,Coorg,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Success,FALSE,561235,Online,Week,Karnataka,8,5169,2,103.38,0,1,1,5.169,5169,1
Not Applicable,Delhi,India,U-842,Hridhaan Bir,17-02-2023,Week 7,Delhi,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,NetBanking,Success,FALSE,110067,Online,Week,Delhi,7,1478,2,88.68,0,1,1,4.434,4434,3
Not Applicable,Gandhinagar,India,U-843,Kaneshathas Jassal,06-02-2023,Week 6,Gandhinagar,Show Transaction Details,Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",EMI,Success,FALSE,213478,Online,Week,Gujarat,6,3772,3,113.16,0,100,1,3.772,3772,1
Not Applicable,Bhopal,India,U-844,Srinivasarao Kasaudhan,04-02-2023,Week 5,Rajgarh,Show Transaction Details,Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,EMI,Success,FALSE,679124,Online,Week,Madhya Pradesh,5,7403,3,222.09,0,100,1,7.403,7403,1
Not Applicable,Delhi,India,U-845,Hemlata Kanchhal,19-01-2023,Week 3,Delhi,Show Transaction Details,Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,EMI,Success,FALSE,110067,Online,Week,Delhi,3,2272.666667,3,204.54,0,100,1,6.818,6818,3
Master,Bangalore,India,U-846,Ratan Jain,16-01-2023,Week 3,Bangalore,Show Transaction Details,No Highlight,Clothing Stores,740340,The Wig Boutique,Wig and Toupee Shops,Debit Card,Success,FALSE,560035,Online,Week,Karnataka,3,1706.666667,2,102.4,0,1,1,5.12,5120,3
Not Applicable,Lucknow,India,U-847,Ramilaben Subbapati,17-01-2023,Week 3,Lucknow,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,120936,QR,Week,Uttar Pradesh,3,2463,2,49.26,0,1,1,2.463,2463,1
Master,Chandigarh,India,U-848,Jagadesh Gehlot,18-03-2023,Week 11,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,459874,Online,Week,Chandigarh,11,1150,2,69,0,1,1,3.45,3450,3
Not Applicable,Chandigarh,India,U-849,Logaraj Jagtap,14-03-2023,Week 11,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Success,FALSE,459872,Online,Week,Chandigarh,11,1606.666667,2,96.4,0,1,1,4.82,4820,3
Not Applicable,Mathura,India,U-850,Ceraja Jagaragallu,14-02-2023,Week 7,Mathura,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,179034,Online,Week,Uttar Pradesh,7,3106,3,93.18,0,100,1,3.106,3106,1
Not Applicable,Gandhinagar,India,U-851,Bhadrak Jafri,12-02-2023,Week 7,Gandhinagar,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,213478,Online,Week,Gujarat,7,2938,3,88.14,0,100,1,2.938,2938,1
Not Applicable,Visakhapatnam,India,U-852,Babubhai Jadhav,17-04-2023,Week 16,Visakhapatnam,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",UPI,Success,FALSE,786543,QR,Week,Andhra Pradesh,16,7703,2,154.06,0,1,1,7.703,7703,1
Not Applicable,Gurgaon,India,U-853,Kabileshvaran Mehra,12-04-2023,Week 15,Gurugram,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Success,FALSE,658633,Online,Week,Haryana,15,1735.75,2,138.86,0,1,1,6.943,6943,4
Not Applicable,Surat,India,U-854,Deenanath Shivastava,10-04-2023,Week 15,Surat,Show Transaction Details,Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,EMI,Success,FALSE,214567,Online,Week,Gujarat,15,5261,3,157.83,0,100,1,5.261,5261,1
Not Applicable,Coimbatore,India,U-855,Alakeyan Issac,18-03-2023,Week 11,Coimbatore,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,Wallet,Success,FALSE,765412,QR,Week,Tamil Nadu,11,891,2,35.64,0,1,1,1.782,1782,2
Not Applicable,Chennai,India,U-856,Ranjan Israni,03-03-2023,Week 9,Chennai,Show Transaction Details,No Highlight,Utility Services,704238,Velocity Telecom,"Cable, Satellite, and Other Pay Television and Radio Services",UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,9,1327.5,2,53.1,0,1,1,2.655,2655,2
